timestamp,light_Shower,light_FR,light_FL,plug_AC,plug_Recirculation fan,plug_Floor lamp,plug_Artificial fan,temp_Bedroom temp,temp_Outdoor temp,motion_Motion living room,light_environment,door_Door
24-05-24 11:09,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:10,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:11,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:12,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:13,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:14,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:15,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:16,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:17,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:18,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:19,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:20,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:21,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:22,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:23,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:24,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:25,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:26,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:27,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:28,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:29,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:30,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:31,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:32,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:33,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:34,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:35,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:36,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:37,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:38,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:39,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:40,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:41,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:42,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:43,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:44,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:45,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:46,0,1,1,1,0,0,0,265,318,0,1,0
24-05-24 11:47,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 11:48,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 11:49,0,1,1,1,0,0,0,265,319,1,1,0
24-05-24 11:50,0,1,1,1,0,0,0,265,319,1,1,0
24-05-24 11:51,0,1,1,1,0,0,0,265,319,1,1,0
24-05-24 11:52,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 11:53,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 11:54,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 11:55,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 11:56,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 11:57,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 11:58,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 11:59,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:00,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:01,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:02,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:03,0,1,1,1,0,0,0,265,319,1,1,0
24-05-24 12:04,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:05,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:06,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:07,0,1,1,1,0,0,0,265,319,1,1,0
24-05-24 12:08,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:09,0,1,1,1,0,0,0,265,319,1,1,0
24-05-24 12:10,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:11,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:12,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:13,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:14,0,1,1,1,0,0,0,265,319,0,1,0
24-05-24 12:15,0,1,1,1,0,0,0,265,319,1,1,0
24-05-24 12:16,0,1,1,1,0,0,0,265,319,1,1,0
24-05-24 12:17,0,1,1,1,0,0,0,265,319,1,1,0
24-05-24 12:18,0,1,1,1,0,0,0,265,319,1,1,0
24-05-24 12:19,0,1,1,1,0,0,0,265,319,1,1,0
24-05-24 12:21,0,1,1,1,0,0,0,265,322,1,1,0
24-05-24 12:22,0,1,1,1,0,0,0,265,322,1,1,0
24-05-24 12:23,0,1,1,1,0,0,0,265,322,0,1,1
24-05-24 12:24,0,1,1,1,0,0,0,265,322,0,1,0
24-05-24 12:25,0,1,1,1,0,0,0,265,322,0,1,0
24-05-24 12:26,0,1,1,1,0,0,0,265,322,0,1,0
24-05-24 12:27,0,1,1,1,0,0,0,265,322,0,1,0
24-05-24 12:28,0,1,1,1,0,0,0,265,322,0,1,0
24-05-24 12:29,0,1,1,1,0,0,0,265,322,0,1,0
24-05-24 12:30,0,1,1,1,0,0,0,265,322,0,1,0
24-05-24 12:31,0,1,1,1,0,0,0,265,322,0,1,0
24-05-24 12:32,0,1,1,1,0,0,0,265,322,0,1,0
24-05-24 12:33,0,1,1,1,0,0,0,265,322,0,1,0
24-05-24 12:34,0,1,1,1,0,0,0,265,322,0,1,0
24-05-24 12:35,0,1,1,1,0,0,0,265,322,0,1,0
