light_Shower,light_FR,light_FL,plug_Recirculation fan,plug_Floor lamp,plug_Artificial fan,temp_Bedroom temp,temp_Outdoor temp,motion_Motion living room,light_environment,door_Door,plug_AC,weekday
1,0,0,0,0,0,259,308,1,2,0,0,1
1,0,0,0,0,0,272,308,0,2,0,0,1
1,0,0,0,0,0,272,311,1,3,0,0,1
1,0,0,0,0,0,272,314,0,3,0,0,1
1,0,0,0,0,0,286,314,0,3,0,0,1
1,0,0,0,0,0,286,314,0,3,1,0,1
1,0,0,0,0,0,286,318,0,3,1,0,1
1,0,0,0,0,0,296,322,0,3,1,0,1
1,0,0,0,0,0,296,322,0,3,1,0,1
1,0,0,0,0,0,296,325,0,3,1,0,1
1,0,0,0,0,0,296,328,0,3,1,0,1
1,0,0,0,0,0,308,328,0,3,1,0,1
1,0,0,0,0,0,308,332,0,3,1,0,1
1,0,0,0,0,0,308,335,0,3,1,0,1
1,0,0,0,0,0,308,335,0,3,1,0,1
1,0,0,0,0,0,308,335,0,3,1,0,1
1,0,0,0,0,0,318,342,0,3,1,0,1
1,0,0,0,0,0,318,346,0,3,1,0,1
1,0,0,0,0,0,318,349,0,3,1,0,1
1,0,0,0,0,0,318,349,0,3,1,0,1
1,0,0,0,0,0,329,349,0,3,1,0,1
1,0,0,0,0,0,329,352,0,3,1,0,1
1,0,0,0,0,0,329,352,0,3,1,0,1
1,0,0,0,0,0,329,352,0,3,1,0,1
1,0,0,0,0,0,329,356,0,2,1,0,1
1,0,0,0,0,0,329,356,0,3,1,0,1
1,0,0,0,0,0,340,363,0,3,1,0,1
1,0,0,0,0,0,340,363,0,3,1,0,1
1,0,0,0,0,0,340,366,0,3,1,0,1
1,0,0,0,0,0,340,369,0,3,1,0,1
1,0,0,0,0,0,340,376,0,3,1,0,1
1,0,0,0,0,0,340,376,0,3,1,0,1
1,0,0,0,0,0,340,380,0,3,1,0,1
1,0,0,0,0,0,340,380,0,3,1,0,1
1,0,0,0,0,0,350,380,0,3,1,0,1
1,0,0,0,0,0,350,380,0,3,1,0,1
1,0,0,0,0,0,350,378,0,3,1,0,1
1,0,0,0,0,0,350,378,0,3,1,0,1
1,0,0,0,0,0,350,378,0,3,1,0,1
1,0,0,0,0,0,350,374,0,1,0,0,1
1,0,0,0,0,0,350,374,0,1,0,0,1
1,0,0,0,0,0,350,370,0,1,0,0,1
1,0,0,0,0,0,350,367,0,1,0,0,1
1,0,0,0,0,0,350,367,0,1,0,0,1
1,0,0,0,0,0,350,367,0,1,0,0,1
1,0,0,0,0,0,350,360,0,1,0,0,1
1,0,0,0,0,0,350,357,0,1,0,0,1
1,0,0,0,0,0,350,357,0,1,0,0,1
1,0,0,0,0,0,350,350,0,1,0,0,1
1,0,0,0,0,0,350,346,0,1,0,0,1
1,0,0,0,0,0,350,346,0,1,0,0,1
1,0,0,0,0,0,350,343,0,1,0,0,1
1,0,0,0,0,0,350,343,0,1,0,0,1
1,0,0,0,0,0,350,340,0,1,0,0,1
1,0,0,0,0,0,350,336,0,1,0,0,1
1,0,0,0,0,0,350,336,0,1,0,0,1
1,0,0,0,0,0,350,336,0,1,0,0,1
1,0,0,0,0,0,350,336,0,1,0,0,1
1,0,0,0,0,0,350,333,0,1,0,0,1
1,0,0,0,0,0,350,333,0,1,0,0,1
1,0,0,0,0,0,350,333,0,1,0,0,1
1,0,0,0,0,0,350,333,0,1,0,0,1
1,0,0,0,0,0,350,329,0,1,0,0,1
1,0,0,0,0,0,350,326,0,1,0,1,1
1,0,0,0,0,0,350,326,0,1,0,0,1
1,0,0,0,0,0,350,326,0,1,0,0,1
1,0,0,0,0,0,350,323,0,1,0,0,1
1,0,0,0,0,0,350,323,0,1,0,0,1
1,0,0,0,0,0,340,323,0,1,0,0,1
1,0,0,0,0,0,340,323,0,1,0,0,1
1,0,0,0,0,0,340,323,0,1,0,0,1
1,0,0,0,0,0,340,323,0,1,0,0,1
1,0,0,0,0,0,340,320,0,1,0,0,1
1,0,0,0,0,0,340,320,0,1,0,0,1
1,0,0,0,0,0,340,320,0,1,0,0,1
1,0,0,0,0,0,340,320,0,1,0,0,1
1,0,0,0,0,0,340,320,0,1,0,0,1
1,0,0,0,0,0,340,320,0,1,0,0,1
1,0,0,0,0,0,340,316,0,1,0,0,1
1,0,0,0,0,0,340,316,0,1,0,0,1
1,0,0,0,0,0,340,316,0,1,0,0,1
1,0,0,0,0,0,340,316,0,1,0,0,1
1,0,0,0,0,0,330,316,0,1,0,0,1
1,0,0,0,0,0,330,316,0,1,0,0,1
1,0,0,0,0,0,330,314,0,1,0,0,1
1,0,0,0,0,0,330,314,0,1,0,0,1
1,0,0,0,0,0,330,314,0,1,0,0,1
1,0,0,0,0,0,330,314,0,1,0,0,1
1,0,0,0,0,0,330,314,0,1,0,0,1
1,0,0,0,0,0,330,314,0,1,0,0,1
1,0,0,0,0,0,330,312,0,1,0,0,1
1,0,0,0,0,0,330,312,0,1,0,0,1
1,0,0,0,0,0,330,312,0,1,0,0,1
1,0,0,0,0,0,330,309,0,1,0,0,0
1,0,0,0,0,0,330,309,0,1,0,0,0
1,0,0,0,0,0,330,309,0,1,0,0,0
1,0,0,0,0,0,330,305,0,1,0,0,0
1,0,0,0,0,0,330,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,305,0,1,0,0,0
1,0,0,0,0,0,320,297,0,1,0,0,0
1,0,0,0,0,0,320,297,0,1,0,0,0
1,0,0,0,0,0,320,297,0,1,0,0,0
1,0,0,0,0,0,320,297,0,1,0,0,0
1,0,0,0,0,0,310,297,0,1,0,0,0
1,0,0,0,0,0,310,297,0,1,0,0,0
1,0,0,0,0,0,310,298,0,1,0,0,0
1,0,0,0,0,0,310,298,0,1,0,0,0
1,0,0,0,0,0,310,298,0,1,0,0,0
1,0,0,0,0,0,310,298,0,1,0,0,0
1,0,0,0,0,0,310,298,0,1,0,0,0
1,0,0,0,0,0,310,295,0,1,0,0,0
1,0,0,0,0,0,310,288,0,1,0,0,0
1,0,1,0,0,0,310,285,0,1,0,0,0
1,0,1,0,0,0,310,281,0,1,0,0,0
1,0,1,0,0,0,310,278,0,1,0,0,0
1,0,1,0,0,0,310,278,0,1,0,0,0
1,0,1,0,0,0,310,278,0,1,0,0,0
1,0,1,0,0,0,310,275,0,1,0,0,0
1,0,1,0,0,0,310,275,0,1,0,0,0
1,0,1,0,0,0,310,277,0,1,0,0,0
1,0,1,0,0,0,300,277,0,1,0,0,0
1,0,1,0,0,0,300,280,0,1,0,0,0
1,0,1,0,0,0,300,280,0,1,0,0,0
1,0,1,0,0,0,300,284,1,1,0,0,0
1,0,1,0,0,0,300,284,0,1,0,0,0
1,0,1,0,0,0,300,284,0,1,0,0,0
1,0,1,0,0,0,300,291,0,1,0,0,0
1,0,1,0,0,0,300,294,0,1,0,0,0
1,0,1,0,0,0,300,294,0,1,0,0,0
1,0,1,0,0,0,300,294,0,1,0,0,0
1,0,1,0,0,0,300,298,0,3,0,0,0
1,0,1,0,0,0,300,298,0,3,0,0,0
1,0,1,0,0,0,300,304,0,2,0,0,0
1,0,1,0,0,0,300,308,0,2,0,0,0
1,0,1,0,0,0,300,308,0,2,0,0,0
1,0,1,0,0,0,300,311,0,2,0,0,0
1,0,1,0,0,0,300,315,0,2,0,0,0
1,0,1,0,0,0,300,318,0,2,0,0,0
1,0,1,0,0,0,300,321,0,2,0,0,0
1,0,1,0,0,0,310,321,0,1,0,0,0
1,0,1,0,0,0,310,316,0,2,0,0,0
1,0,1,0,0,0,310,316,0,2,0,0,0
1,0,1,0,0,0,310,316,0,2,0,0,0
1,0,1,0,0,0,310,318,0,1,0,0,0
1,0,1,0,0,0,310,321,0,1,0,0,0
1,0,1,0,0,0,310,325,0,1,0,0,0
1,0,1,0,0,0,310,325,0,1,0,0,0
1,0,1,0,0,0,321,329,0,1,0,0,0
1,0,1,0,0,0,321,329,0,1,0,0,0
1,0,1,0,0,0,321,329,0,1,0,0,0
1,0,1,0,0,0,321,332,0,1,0,0,0
1,0,1,0,0,0,321,332,0,1,0,0,0
1,0,1,0,0,0,321,335,0,1,0,0,0
1,0,1,0,0,0,321,335,0,1,0,0,0
1,0,1,0,0,0,321,335,0,1,0,0,0
1,0,1,0,0,0,321,342,0,1,0,0,0
1,0,1,0,0,0,321,342,0,1,0,0,0
1,0,1,0,0,0,321,342,0,1,0,0,0
1,0,1,0,0,0,331,342,0,1,0,0,0
1,0,1,0,0,0,331,342,0,1,0,0,0
1,0,1,0,0,0,331,342,0,1,0,0,0
1,0,1,0,0,0,331,343,0,1,0,0,0
1,0,1,0,0,0,331,343,0,1,0,0,0
1,0,1,0,0,0,331,343,0,1,0,0,0
1,0,1,0,0,0,331,343,0,1,0,0,0
1,0,1,0,0,0,331,340,0,1,0,0,0
1,0,1,0,0,0,331,336,0,1,0,0,0
1,0,1,0,0,0,331,336,0,1,0,0,0
1,0,1,0,0,0,331,342,0,1,0,0,0
1,0,1,0,0,0,331,342,0,1,0,0,0
1,0,1,0,0,0,331,346,0,1,0,0,0
1,0,1,0,0,0,331,346,0,1,0,0,0
1,0,1,0,0,0,331,346,0,1,0,0,0
1,0,1,0,0,0,331,346,0,1,0,0,0
1,0,1,0,0,0,331,340,0,1,0,0,0
1,0,1,0,0,0,331,340,0,1,0,0,0
