temp_Bedroom temp,temp_Outdoor temp,motion_Motion living room,light_environment,door_Door,weekday,light_Shower,light_FR,light_FL,plug_AC,plug_Recirculation fan,plug_Floor lamp,plug_Artificial fan
0.32389162561576346,0.34729064039408863,0.0,0.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.14285714285714285
0.32389162561576346,0.3454433497536945,0.0,0.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.14285714285714285
0.32389162561576346,0.34482758620689646,0.0,0.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.14285714285714285
0.32389162561576346,0.34482758620689646,0.0,0.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0
0.3177339901477832,0.34359605911330043,0.0,0.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0
0.3177339901477832,0.34359605911330043,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0
0.3177339901477832,0.34359605911330043,0.0,0.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0
0.3072660098522167,0.34359605911330043,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0
0.3054187192118226,0.34359605911330043,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.8571428571428571,0.0,0.14285714285714285,0.0
0.3054187192118226,0.3362068965517242,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,0.8571428571428571,0.0,0.14285714285714285,0.0
0.29679802955665024,0.3362068965517242,0.0,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,0.8571428571428571,0.0,0.14285714285714285,0.0
0.28694581280788173,0.3362068965517242,0.0,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,0.8571428571428571,0.0,0.14285714285714285,0.0
